Category,Sunlight Level,Water Level,Watering Duration,Sunlight Duration,Nutrients,Ultrasonic Values
monitoring nutrients,1.7767107366706725,83.7702277149521,224,15,"[8.473814404478407, 6.612680160978729, 3.5508938001463033, 9.42751383366673, 5.2049800567175755]","[38, 65, 21, 53, 71]"
general monitoring,24.22888667074704,58.31790877297386,38,126,"[0.9671246614261786, 0.3420208144040271, 3.590075726602774, 9.334806269742572, 0.027776274907338472]","[72, 86, 40, 17, 64]"
general monitoring,47.6548085891493,77.11696459751349,92,109,"[5.20068096211416, 3.4234225434267076, 3.972667525126594, 4.349150659476439, 4.162585447582473]","[66, 47, 98, 13, 39]"
general monitoring,43.15830773017526,27.497852868939333,87,96,"[1.5891698283074185, 4.755399014623958, 4.638261099975032, 4.1721103636462935, 0.546307492850483]","[100, 90, 58, 57, 20]"
general monitoring,62.74696461414765,30.757528701044336,175,106,"[2.8354864187324633, 0.04196118604953947, 1.2346669034479274, 2.319561881565381, 0.19885008066774845]","[69, 55, 92, 69, 18]"
general monitoring,2.1878061574491237,68.1512367118481,138,273,"[2.1373407220277985, 1.6966884503666835, 5.255825135532936, 3.8644766886595505, 0.426243588547236]","[61, 40, 52, 92, 38]"
monitoring sunlight,6.2435638026219875,25.318476968356094,264,57,"[7.462429234034569, 8.21388358361549, 5.042175517722698, 7.897607759699935, 0.9696577404765561]","[15, 75, 17, 76, 91]"
monitoring water level,58.686739578006765,50.34725280552739,97,165,"[5.296668704978518, 7.843363076738301, 9.300906396351536, 0.5428790609514922, 4.832749378728015]","[96, 28, 44, 92, 87]"
monitoring watering duration,50.00793127506756,25.428384981808993,299,251,"[0.644501320465507, 2.8851218972375503, 7.5403367822613, 3.3166459236086965, 7.719095555310708]","[37, 22, 39, 69, 26]"
monitoring sunlight duration,8.343060385747913,90.1420764372552,35,179,"[8.176026173256275, 0.004750827807581404, 1.649737144292226, 3.3674390323894245, 2.8428361979437877]","[57, 94, 80, 34, 98]"
monitoring nutrients,60.529088982975274,66.27009273256205,269,84,"[1.4634772742585744, 0.16056623877455434, 0.8713701935104812, 9.35693677237055, 4.284551738041968]","[38, 68, 46, 28, 15]"
general monitoring,99.52217212196722,29.844098374946306,203,84,"[3.9287781163088678, 5.0469354074244475, 9.42244613248587, 8.502314493547873, 1.681986522775979]","[93, 51, 27, 94, 43]"
general monitoring,67.03995635709795,62.067621755434985,27,128,"[6.339996778394646, 8.420392277691992, 4.4738987106110635, 8.5734640725205, 4.640528675780829]","[73, 67, 67, 68, 52]"
general monitoring,86.94685460817455,18.17562132180306,150,271,"[2.3159317954656897, 4.92108488763736, 5.007729538618385, 7.953567178230286, 3.856379867576508]","[70, 20, 11, 75, 90]"
general monitoring,97.0376236938671,73.35455520796724,198,169,"[0.29479518821066475, 4.962112315229797, 7.599323145226604, 3.5721247822782276, 9.953306374319657]","[86, 59, 85, 50, 10]"
general monitoring,68.57016733094756,76.20374330414941,66,41,"[8.742783645891713, 8.212882842526652, 3.5644441379287493, 8.07796730703317, 9.605179815734036]","[52, 16, 98, 95, 78]"
monitoring sunlight,56.74607497814262,63.85827198718956,151,33,"[2.297423393712539, 8.29450026278834, 5.952889759842559, 8.430060209184072, 5.678459017926927]","[24, 92, 89, 15, 38]"
monitoring water level,5.681404783863053,23.524839929571574,143,62,"[8.86996576832081, 9.163357815513034, 9.306616542860073, 8.095822242687817, 0.8461448157399221]","[39, 24, 47, 82, 88]"
monitoring watering duration,76.05890311291259,0.4186729017633617,30,68,"[9.378672173225736, 4.5562425722622235, 5.234628761875028, 8.665127235272122, 2.7527260680752463]","[57, 27, 19, 49, 98]"
monitoring sunlight duration,51.28263577663623,92.23917136621024,38,21,"[5.097047801514383, 3.365424865451694, 7.855451204462234, 2.342506390825796, 0.10428186333147682]","[38, 69, 85, 36, 71]"
monitoring nutrients,47.717263348848185,93.10400753127726,145,157,"[5.729109942504962, 6.535671337317543, 3.0309169129393245, 1.9849004426239047, 7.5821755857215205]","[39, 51, 61, 40, 15]"
general monitoring,29.173975547907503,76.1899758736527,181,240,"[0.9369773121361613, 6.784718510064451, 2.3890550883311357, 3.7957259355990614, 6.239423273184288]","[75, 65, 92, 19, 65]"
general monitoring,67.49207037045626,58.403211965889376,54,48,"[9.07200843940682, 6.849345785793122, 2.0123407339912944, 6.249036892408651, 2.883504625016471]","[57, 37, 75, 30, 66]"
general monitoring,78.32243166835549,19.35611302260467,249,126,"[2.9936781903650855, 0.5460793119294938, 0.8014341329322106, 1.0493385936168886, 9.260940183771673]","[27, 39, 14, 66, 28]"
general monitoring,46.443268746768915,66.71307505602537,174,155,"[9.051773525701153, 9.768377157233624, 2.519455575823435, 0.22278484734066129, 5.3449741312602885]","[13, 65, 65, 49, 19]"
general monitoring,33.87272709219861,66.06111240840103,197,168,"[1.8645229782774508, 3.539166025026168, 8.993488792242074, 1.7414029729559544, 5.71780503512207]","[86, 86, 18, 54, 12]"
monitoring sunlight,45.55760887875482,59.2657138105234,21,171,"[5.050296994693975, 2.1563598976380662, 7.937152597107317, 8.868037401519636, 5.236556049472355]","[41, 14, 61, 82, 74]"
monitoring water level,50.009389154306696,64.67749418843476,31,55,"[3.456640379682072, 6.1941580135446594, 1.697876709367513, 5.463111914644266, 1.5349186935743853]","[42, 56, 93, 60, 30]"
monitoring watering duration,89.98230685641589,91.0278239837471,58,66,"[5.112627462702259, 1.8413110708395952, 2.415578101434476, 5.798374908071281, 3.82660975490794]","[82, 59, 75, 41, 89]"
monitoring sunlight duration,12.410637595874041,92.71561298776709,226,256,"[9.725231465076224, 0.6602565063449983, 0.17258961015591878, 9.326265607393875, 3.6360134621612628]","[66, 34, 84, 63, 13]"
monitoring nutrients,52.871639473299346,8.175429051875593,240,86,"[5.254245503277235, 1.8182944347432561, 0.30895403146131706, 3.872691414025243, 2.4520136459829622]","[88, 99, 38, 46, 29]"
general monitoring,81.97560769996464,11.047284332826557,29,245,"[1.4385924262876704, 4.3412437508898405, 3.1980287420985656, 5.79851266901688, 8.203440501445842]","[99, 76, 47, 92, 78]"
general monitoring,54.66671455288669,29.818463857120236,260,86,"[0.8983896044214434, 7.593498327425543, 1.4988273180213785, 3.3385404148471256, 4.359438203094164]","[98, 38, 56, 14, 17]"
general monitoring,52.020128550989654,56.43661481355806,34,73,"[8.016371063954216, 2.07911233126051, 1.1687972293098137, 8.676856432571265, 4.305346282773488]","[44, 37, 65, 83, 14]"
general monitoring,79.23332662336237,88.42135339840513,50,105,"[6.817194065469646, 3.4837286275431154, 7.03699255049143, 5.5919099776033665, 4.743191706159235]","[72, 90, 73, 72, 87]"
general monitoring,85.83597098921527,37.959794426721,83,169,"[3.1460149362664414, 8.86390438239934, 0.10698827748896522, 9.962430694348111, 5.242653554804512]","[60, 92, 28, 95, 90]"
monitoring sunlight,78.56593155625322,93.02644179605744,33,41,"[2.992672170475592, 3.6770472414288813, 3.225753844132726, 1.1101004584906626, 2.9509588029138456]","[45, 35, 74, 38, 83]"
monitoring water level,40.46055533748342,29.540413855230895,106,179,"[2.76687937813892, 2.8465276709304774, 9.403955678754933, 4.449321975794773, 2.6005160829824012]","[81, 16, 58, 51, 82]"
monitoring watering duration,32.41001591176277,40.3973643862278,36,65,"[4.030880326577203, 4.081846060020649, 2.4137598276644145, 5.0564423210591745, 0.4791722166129253]","[85, 59, 14, 70, 41]"
monitoring sunlight duration,89.80277711668559,4.039719800698083,131,137,"[7.654411700776192, 3.4224854344336206, 4.005754286855126, 5.434618951327192, 6.75154915947946]","[23, 94, 32, 45, 55]"
monitoring nutrients,3.7460279883354874,34.618215631193905,201,134,"[0.8549034833532698, 7.1025346149944095, 4.354972637581342, 2.066295252336282, 3.0463518197781703]","[44, 49, 36, 60, 25]"
general monitoring,28.247753877099935,11.662155990344525,96,193,"[1.920617461275883, 8.611058334560882, 7.008561520776735, 6.526179086202591, 1.1808895399238228]","[58, 75, 42, 44, 68]"
general monitoring,36.00264767544823,54.644692511047964,142,112,"[9.970205321496262, 7.660330316933084, 2.1614031575402293, 5.760924554524907, 7.360039867890258]","[45, 19, 11, 26, 36]"
general monitoring,82.74381381925153,83.00424415948939,26,279,"[0.5662740730407556, 8.345130600275398, 2.719510869611713, 1.5619863614772977, 9.462620333798068]","[85, 26, 87, 82, 18]"
general monitoring,25.4588579724213,70.83875625393247,117,283,"[5.827183921269049, 4.2874637153860204, 9.41408656509484, 8.42295824238424, 2.9500955944591603]","[35, 17, 16, 82, 70]"
general monitoring,68.64028724403968,75.55871980421533,227,284,"[4.117342154970174, 5.098720157159232, 1.7131308107143917, 4.813751356569227, 7.263768570437196]","[42, 49, 89, 99, 91]"
monitoring sunlight,8.001194891378328,87.56417814205051,134,120,"[3.712688699015141, 8.321123814722078, 8.036476568443264, 2.884706494774991, 2.669789566116063]","[11, 37, 49, 16, 65]"
monitoring water level,2.0444510550218564,56.97551038578725,123,265,"[4.117231237632665, 4.725574900296577, 6.266346172296142, 7.143392293606059, 8.356058504527823]","[46, 66, 66, 38, 60]"
monitoring watering duration,19.21332512293098,13.839404092671758,285,138,"[4.283837087369036, 1.4373767151885908, 3.9062752405291556, 4.959463734320186, 4.7592504637537205]","[92, 99, 80, 59, 75]"
monitoring sunlight duration,19.938467227895895,54.87791139227593,115,119,"[5.728045210101927, 1.9047847348931102, 2.0934309277011707, 2.8496541984144774, 2.7236677812757604]","[76, 12, 36, 62, 19]"
monitoring nutrients,80.32834359730084,79.83764397593417,54,276,"[0.24223110645263501, 6.7416554210446815, 1.6982014573072235, 7.152035210245648, 4.7618412456444705]","[71, 86, 64, 48, 63]"
general monitoring,6.447837639261134,1.2339596869466285,180,146,"[1.2058372635484338, 0.35842241232121985, 0.17205116363471218, 6.726803772371954, 1.2863436677927698]","[39, 44, 56, 88, 41]"
general monitoring,8.377067910511538,29.89214302910256,290,205,"[0.7047310405108154, 9.414929350492406, 9.128621911648503, 0.9960114450176694, 3.5993453985729715]","[33, 18, 89, 20, 22]"
general monitoring,96.75825589924621,56.63270125209401,266,242,"[5.277512907703014, 6.277851272705968, 3.4803363250724395, 2.1186707591976948, 5.830472961879435]","[99, 20, 86, 82, 80]"
general monitoring,10.775186811142866,41.071167972271475,92,34,"[5.430904383106634, 8.840718972178012, 8.164601388690963, 3.2640269850461756, 4.01850074530277]","[32, 70, 19, 76, 37]"
general monitoring,27.354439111440488,11.138900974091914,172,173,"[0.2577126945071717, 9.225930389734824, 9.721031923149864, 4.139895514891964, 5.788386026095114]","[25, 64, 77, 19, 95]"
monitoring sunlight,2.348815589477715,24.63327541993534,104,215,"[0.9039288329377149, 4.626445578198525, 8.203323725568211, 9.935209361843707, 8.935778794323644]","[25, 98, 79, 79, 68]"
monitoring water level,92.23244300049839,45.922153886583125,125,96,"[4.378563848249483, 5.353002106605063, 2.216523190880997, 8.126477747903115, 4.794832322710607]","[60, 77, 90, 16, 11]"
monitoring watering duration,3.327972286941372,32.90568814047258,194,218,"[1.9930753474833063, 2.0208497044191596, 3.616202892220138, 2.284501563889246, 5.280639014537472]","[99, 43, 30, 65, 28]"
monitoring sunlight duration,54.93928172979889,82.03181589170941,150,67,"[4.555083614638404, 0.7265885502668223, 2.5536703257200966, 6.000236079133248, 1.7381769161951965]","[64, 65, 81, 35, 64]"
monitoring nutrients,25.004607517871115,28.46894339180499,102,38,"[1.943820234621353, 1.0660733514819454, 6.727101677790891, 2.153121570729483, 8.180837284601981]","[91, 37, 43, 33, 97]"
general monitoring,55.20380165590804,68.24119439060412,66,87,"[1.9446711960316465, 8.441429502667273, 9.363653541169018, 4.430916137406474, 2.550433586475492]","[77, 41, 80, 53, 94]"
general monitoring,91.1206160636363,6.395132670602366,234,244,"[3.9375686215831585, 8.659287088872723, 6.345525403185506, 0.9841458299962191, 5.715504796308445]","[45, 45, 61, 23, 71]"
general monitoring,33.66991299922282,79.09412965722173,24,248,"[6.330575566346836, 4.100895294640616, 4.486221644882957, 4.611226482723848, 7.373380635931625]","[80, 99, 71, 17, 24]"
general monitoring,92.27760897685451,46.265116793606886,260,170,"[7.782613286139791, 8.72163755763217, 9.086077305654923, 1.043512875866417, 6.9667061254355875]","[99, 77, 37, 77, 85]"
general monitoring,97.965780839398,63.631346620061244,212,13,"[3.018724618785492, 4.743222720662924, 7.6407053799275815, 0.7159145296537495, 2.8851203211961653]","[64, 48, 57, 17, 35]"
monitoring sunlight,9.190489154475213,43.47804476169536,16,294,"[4.014661296724832, 8.95072434254638, 7.311384620990599, 2.903083520582299, 3.044517047290951]","[30, 45, 88, 15, 37]"
monitoring water level,97.04052599469428,13.10353576797908,74,110,"[9.613940975061436, 8.268688956463414, 3.3152497994320953, 9.030287915665571, 6.006785199200096]","[45, 61, 69, 19, 83]"
monitoring watering duration,32.18624237774284,77.89884062554351,148,78,"[5.159659206300543, 2.185704629182731, 9.397382307906229, 9.025369324527535, 4.503120258331751]","[11, 25, 51, 35, 14]"
monitoring sunlight duration,74.30437924048898,4.9724877587888905,101,205,"[4.468515504221501, 1.6222015847626825, 7.496430426833464, 4.130368467723087, 7.274232879732702]","[87, 54, 84, 92, 74]"
monitoring nutrients,84.34937360779024,35.7928817891671,254,107,"[2.3926919403346036, 5.529283349272287, 0.5758608126340714, 6.807123009413053, 8.830629548044111]","[89, 47, 29, 94, 22]"
general monitoring,39.42159868805738,92.59083304877277,247,238,"[3.3179153338031533, 6.714152990372427, 4.657745292206238, 9.061721200420592, 2.6423101295605624]","[41, 23, 42, 32, 25]"
general monitoring,9.0394065105182,7.0809788370852385,112,292,"[1.6173830840730996, 0.8426281124446378, 5.979079372390802, 2.1728858710874723, 3.7022566484553954]","[61, 14, 37, 61, 41]"
general monitoring,28.833137080268013,56.466959130560134,195,149,"[5.431910006693293, 9.317824948625598, 7.646190075207022, 1.0315052049782503, 7.504070446393887]","[62, 16, 62, 27, 41]"
general monitoring,48.46923275456568,79.84479369917634,135,110,"[4.339089160434702, 7.271663061338547, 6.671374079353488, 6.042498782171104, 3.2761705899396554]","[52, 92, 95, 27, 19]"
general monitoring,12.698473118017372,38.40259994036631,56,151,"[6.90075453286431, 8.31373631634002, 8.294848533693418, 3.50605580769935, 6.600754109119471]","[49, 89, 28, 82, 41]"
monitoring sunlight,9.929183310191236,20.75739301317514,106,157,"[1.9559689926147872, 9.57603910666802, 0.031054280644219334, 6.181474269597814, 9.191248928732577]","[72, 11, 11, 15, 87]"
monitoring water level,65.38010294162375,31.432577557624132,90,25,"[9.68943573298446, 8.014453644136315, 4.678681940997375, 3.080415198220016, 2.8112304512982558]","[68, 27, 36, 73, 25]"
monitoring watering duration,0.5607111815393973,78.29511900344193,101,137,"[5.833025935886259, 0.820504017327246, 7.8153410026206025, 9.125544910095938, 5.517778048981827]","[19, 18, 67, 10, 22]"
monitoring sunlight duration,57.6468216917351,33.84624922670801,32,84,"[0.7636967000425654, 8.180052585725573, 9.801492851487438, 9.104173042414907, 3.1070686958807348]","[85, 71, 52, 89, 18]"
monitoring nutrients,84.13961697689743,46.62107920671641,298,228,"[6.33027757001424, 7.761707250792601, 1.5431886889303847, 7.644736098341571, 6.752257614396305]","[22, 28, 71, 36, 12]"
general monitoring,69.26544241565753,28.843839697203556,189,87,"[4.6210613275003265, 9.258606353018479, 5.678924890149646, 5.930795783358684, 0.8050586563706974]","[31, 15, 20, 98, 29]"
general monitoring,64.55808058839843,47.8023765528408,59,207,"[7.308052941554596, 2.3500684090997073, 8.729410785295707, 7.098711471481936, 3.8046553823478124]","[15, 39, 53, 83, 76]"
general monitoring,70.04552290042443,36.325510931352525,71,151,"[1.5499493506726225, 6.860460692253827, 8.245871852379823, 8.647969892922946, 7.594522897294434]","[60, 100, 13, 48, 87]"
general monitoring,77.16419449697746,62.68269413231472,56,258,"[8.248258457027127, 5.6159772512747805, 1.2525860502619401, 5.0975777570487155, 0.1798594406512155]","[60, 84, 37, 54, 58]"
general monitoring,33.269828119813624,53.44525422720488,110,140,"[9.698998619890242, 2.069233636548412, 7.9785446320872735, 5.170065963655427, 6.675885025402777]","[68, 50, 27, 27, 31]"
monitoring sunlight,65.56403158717306,75.53717701483389,28,226,"[1.0448057288114432, 1.9791740580552353, 0.9378012253895252, 6.99793148379568, 1.2569046830152408]","[68, 95, 100, 15, 85]"
monitoring water level,95.30048300310139,73.01883282620996,163,149,"[6.889373361393401, 1.0614278713496472, 5.434545093940734, 1.8186525165764411, 2.881630275951598]","[87, 97, 23, 64, 20]"
monitoring watering duration,22.65377968798381,99.15626965597339,270,91,"[0.6830418507454006, 3.887284301277041, 6.087777213576099, 3.8220670828266456, 1.54082008763202]","[24, 31, 49, 69, 71]"
monitoring sunlight duration,63.12844360454719,31.26810412708546,210,48,"[4.203474209067949, 5.776738376715429, 3.9781294376229903, 8.565720073308684, 1.5476519304782255]","[16, 51, 17, 27, 93]"
